,age,status,sex,body_type,drinks,height,New_Pets,New_Job,New_Education,New_religion,New_sign,New_smokes,Cluster
43338,31.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Postgraduate_degree,judaism,Taurus,No,3
43340,27.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,atheism,Scorpio,Yes,3
43342,41.0,single,m,athletic,socially,175.26,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Sagittarius,No,1
43344,26.0,single,m,average,rarely,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Pisces,No,3
43352,30.0,available,m,average,socially,177.8,Only_Cat,Active_working,Postgraduate_degree,atheism,Virgo,No,3
43353,22.0,single,f,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,judaism,Virgo,No,2
43355,33.0,single,m,average,often,177.8,Likes_Boths,Active_working,Postgraduate_degree,atheism,Gemini,No,3
43356,43.0,single,m,average,not at all,180.34,Only_Dog,Active_working,Postgraduate_degree,buddhism,Aquarius,No,1
43357,26.0,single,m,fit,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,judaism,Gemini,No,4
43359,30.0,single,m,athletic,socially,172.72,Only_Dog,Active_working,Graduate_Degree,christianity,Libra,No,3
43364,43.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,1
43368,45.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,atheism,Aries,No,1
43371,21.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,High_School,catholicism,Aries,Yes,4
43374,32.0,single,m,average,often,182.88,Likes_Boths,Active_working,Graduate_Degree,catholicism,Taurus,No,4
43375,32.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aquarius,No,3
43377,30.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
43387,21.0,single,m,average,socially,180.34,Only_Dog,Student,Graduate_Degree,agnosticism,Scorpio,No,3
43390,43.0,single,m,average,socially,182.88,Only_Dog,Active_working,Postgraduate_degree,buddhism,Capricorn,Yes,1
43391,27.0,single,m,average,socially,170.18,Only_Dog,Active_working,Graduate_Degree,catholicism,Libra,No,3
43393,25.0,single,m,athletic,often,177.8,Only_Dog,Active_working,Graduate_Degree,atheism,Libra,No,4
43398,61.0,single,m,average,not at all,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,0
43399,29.0,single,m,average,often,182.88,Only_Dog,Active_working,Graduate_Degree,other,Scorpio,Yes,3
43402,65.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,atheism,Pisces,No,1
43406,24.0,single,m,average,often,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Pisces,Yes,3
43408,25.0,single,m,jacked,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Aquarius,No,4
43411,24.0,single,m,average,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Leo,Yes,4
43414,28.0,single,m,athletic,socially,175.26,Only_Dog,Active_working,Graduate_Degree,other,Capricorn,No,3
43415,26.0,single,m,average,very often,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Scorpio,Yes,3
43417,27.0,seeing someone,m,average,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
43418,46.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Graduate_Degree,other,Cancer,No,1
43420,33.0,single,m,thin,socially,175.26,Likes_Boths,Student,Graduate_Degree,other,Pisces,No,3
43425,27.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,agnosticism,Capricorn,No,4
43427,29.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,3
43428,36.0,single,f,curvy,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,other,Taurus,Yes,3
43429,26.0,seeing someone,f,average,rarely,162.56,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Capricorn,No,2
43431,22.0,single,f,thin,socially,160.02,Likes_Boths,Student,Postgraduate_degree,agnosticism,Gemini,No,2
43433,21.0,single,f,fit,socially,165.1,Only_Dog,Student,Graduate_Degree,christianity,Scorpio,Yes,2
43438,26.0,seeing someone,m,a_little_extra,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,christianity,Aries,No,3
43439,25.0,single,m,athletic,rarely,177.8,Likes_Boths,Active_working,High_School,christianity,Capricorn,No,4
43441,20.0,single,m,average,socially,180.34,Likes_Boths,Student,Graduate_Degree,christianity,Virgo,Yes,3
43442,21.0,seeing someone,f,thin,rarely,160.02,Likes_Boths,Active_working,Graduate_Degree,other,Libra,No,2
43443,26.0,single,f,a_little_extra,rarely,157.48,Likes_Boths,Active_working,Graduate_Degree,catholicism,Gemini,Yes,2
43444,36.0,single,m,athletic,not at all,182.88,Only_Cat,Active_working,Postgraduate_degree,other,Gemini,No,4
43445,23.0,available,f,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,judaism,Virgo,Yes,2
43446,29.0,single,m,full_figured,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Taurus,Yes,3
43448,43.0,available,m,a_little_extra,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,No,1
43452,22.0,single,m,jacked,very often,199.39,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,Yes,4
43455,57.0,single,f,thin,not at all,162.56,Likes_Boths,Active_working,Postgraduate_degree,buddhism,Leo,No,0
43457,29.0,single,m,athletic,socially,175.26,Only_Dog,Active_working,Graduate_Degree,agnosticism,Capricorn,No,3
43459,23.0,single,m,average,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,catholicism,Leo,Yes,3
43462,37.0,single,f,average,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Scorpio,No,3
43471,28.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aquarius,No,4
43475,21.0,single,f,curvy,socially,170.18,Only_Dog,Active_working,Graduate_Degree,other,Virgo,Yes,2
43477,39.0,single,m,average,rarely,190.5,Likes_Boths,Active_working,Graduate_Degree,buddhism,Libra,No,1
43482,46.0,single,f,average,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Aries,No,0
43488,21.0,single,m,thin,very often,182.88,Likes_Boths,Active_working,High_School,agnosticism,Capricorn,Yes,4
43503,36.0,single,f,curvy,socially,148.59000000000003,Only_Dog,Active_working,Postgraduate_degree,christianity,Virgo,No,2
43505,45.0,single,m,fit,socially,193.04,Only_Dog,Active_working,Graduate_Degree,agnosticism,Libra,No,1
43513,52.0,single,m,athletic,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Libra,No,1
43514,35.0,married,m,thin,socially,175.26,Only_Cat,Active_working,High_School,other,Capricorn,No,3
43516,43.0,single,m,thin,rarely,182.88,Likes_Boths,Active_working,Postgraduate_degree,other,Taurus,No,1
43520,23.0,single,m,fit,often,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,4
43521,24.0,single,m,athletic,socially,193.04,Only_Cat,Active_working,Graduate_Degree,christianity,Cancer,Yes,4
43523,25.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,High_School,christianity,Aquarius,Yes,4
43530,41.0,single,f,curvy,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,christianity,Libra,No,0
43531,28.0,single,f,fit,rarely,165.1,Only_Dog,Active_working,Postgraduate_degree,judaism,Cancer,No,2
43533,31.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,atheism,Scorpio,No,4
43535,33.0,single,m,average,often,180.34,Likes_Boths,Active_working,High_School,catholicism,Virgo,Yes,3
43537,56.0,seeing someone,m,fit,socially,182.88,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Virgo,No,1
43540,33.0,single,m,athletic,often,177.8,Likes_Boths,Active_working,Graduate_Degree,christianity,Pisces,Yes,4
43541,24.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,High_School,buddhism,Pisces,Yes,4
43546,22.0,available,f,fit,often,148.59000000000003,Likes_Boths,Active_working,Graduate_Degree,other,Sagittarius,Yes,2
43549,28.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,No,3
43550,30.0,single,f,thin,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,other,Capricorn,Yes,3
43551,35.0,single,f,curvy,socially,177.8,Only_Cat,Active_working,Graduate_Degree,buddhism,Pisces,No,4
43553,28.0,single,m,athletic,very often,182.88,Only_Dog,Active_working,Graduate_Degree,christianity,Pisces,Yes,4
43556,26.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Cancer,No,4
43558,25.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,catholicism,Leo,No,3
43564,23.0,single,m,fit,socially,187.96,Only_Dog,Active_working,Graduate_Degree,atheism,Pisces,Yes,4
43566,22.0,single,m,average,rarely,175.26,Only_Cat,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
43567,30.0,single,m,average,socially,175.26,Only_Cat,Active_working,Graduate_Degree,agnosticism,Virgo,No,3
43568,38.0,single,m,fit,socially,175.26,Only_Dog,Active_working,Postgraduate_degree,buddhism,Cancer,No,1
43569,27.0,single,f,curvy,socially,170.18,Only_Cat,Active_working,Postgraduate_degree,atheism,Pisces,No,2
43570,44.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,Postgraduate_degree,other,Cancer,Yes,1
43575,48.0,single,m,fit,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,buddhism,Taurus,No,1
43578,24.0,single,m,athletic,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,Yes,4
43582,33.0,single,f,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,agnosticism,Leo,No,2
43585,60.0,single,f,fit,socially,175.26,Only_Cat,Active_working,Postgraduate_degree,buddhism,Aquarius,No,0
43586,33.0,seeing someone,m,fit,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,atheism,Pisces,No,4
43594,46.0,available,m,thin,very often,187.96,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,Yes,1
43595,31.0,single,m,average,socially,187.96,Likes_Boths,Active_working,Postgraduate_degree,other,Virgo,No,4
43600,45.0,single,m,fit,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,No,1
43602,25.0,single,m,fit,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,4
43604,46.0,single,m,average,socially,180.34,Only_Dog,Active_working,Graduate_Degree,christianity,Sagittarius,No,1
43607,25.0,available,m,fit,socially,185.42000000000002,Likes_Boths,Student,Postgraduate_degree,atheism,Capricorn,No,4
43610,34.0,single,f,thin,socially,162.56,Only_Dog,Active_working,Postgraduate_degree,catholicism,Cancer,No,2
43611,24.0,single,m,average,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Aries,Yes,4
43612,51.0,single,m,thin,often,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,Yes,1
43613,24.0,seeing someone,m,full_figured,often,182.88,Likes_Boths,Active_working,Graduate_Degree,atheism,Sagittarius,No,4
43615,48.0,single,m,fit,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,catholicism,Taurus,No,1
43619,32.0,single,m,average,socially,182.88,Likes_Boths,Active_working,High_School,agnosticism,Gemini,No,3
43620,45.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,catholicism,Cancer,No,1
43624,26.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,judaism,Libra,Yes,3
43627,33.0,single,m,used_up,often,182.88,Likes_Boths,Active_working,Dropped_out_of_High_School,buddhism,Gemini,Yes,4
43628,24.0,single,m,full_figured,socially,172.72,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,Yes,3
43630,23.0,single,m,full_figured,desperately,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Aries,No,4
43633,33.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Scorpio,Yes,3
43638,39.0,single,m,average,socially,170.18,Likes_Boths,Active_working,Dropped_out_of_High_School,agnosticism,Scorpio,No,3
43639,51.0,single,m,athletic,socially,177.8,Only_Cat,Active_working,Postgraduate_degree,catholicism,Scorpio,No,1
43640,25.0,available,m,skinny,socially,180.34,Likes_Boths,Active_working,High_School,atheism,Sagittarius,Yes,4
43641,29.0,single,m,average,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Virgo,Yes,3
43643,28.0,seeing someone,m,fit,often,182.88,Only_Dog,Active_working,Graduate_Degree,agnosticism,Aries,Yes,4
43647,27.0,single,m,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,other,Taurus,Yes,3
43649,43.0,single,m,a_little_extra,very often,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Sagittarius,No,1
43652,29.0,single,m,athletic,socially,182.88,Only_Dog,Active_working,Graduate_Degree,atheism,Virgo,No,4
43654,43.0,single,m,fit,rarely,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,christianity,Aries,No,1
43655,35.0,single,m,athletic,rarely,187.96,Likes_Boths,Active_working,Postgraduate_degree,other,Capricorn,No,4
43656,26.0,single,m,athletic,socially,185.42000000000002,Likes_Boths,Active_working,Postgraduate_degree,other,Scorpio,No,4
43658,26.0,single,m,a_little_extra,socially,182.88,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Capricorn,No,4
43659,23.0,single,m,fit,socially,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Taurus,No,3
43662,37.0,single,m,fit,socially,177.8,Likes_Boths,Active_working,Postgraduate_degree,judaism,Gemini,No,1
43665,26.0,single,m,used_up,desperately,182.88,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Pisces,No,4
43671,28.0,single,f,fit,socially,162.56,Only_Cat,Active_working,Graduate_Degree,other,Aquarius,No,2
43675,27.0,single,m,a_little_extra,socially,165.1,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Aquarius,Yes,2
43676,35.0,single,m,athletic,socially,185.42000000000002,Only_Dog,Active_working,Graduate_Degree,agnosticism,Taurus,No,4
43677,30.0,available,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,atheism,Capricorn,Yes,3
43678,18.0,single,m,skinny,socially,172.72,Likes_Boths,Student,Graduate_Degree,judaism,Leo,No,3
43681,49.0,single,m,fit,socially,170.18,Likes_Boths,Active_working,High_School,atheism,Pisces,No,1
43682,42.0,single,f,average,rarely,177.8,Likes_Boths,Active_working,High_School,judaism,Virgo,Yes,1
43685,27.0,seeing someone,f,average,rarely,177.8,Likes_Boths,Active_working,Postgraduate_degree,agnosticism,Leo,No,3
43687,27.0,married,f,jacked,rarely,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Taurus,No,2
43691,21.0,single,f,full_figured,not at all,170.18,Only_Dog,Active_working,Graduate_Degree,atheism,Aries,No,2
43694,25.0,single,m,full_figured,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Gemini,Yes,3
43699,30.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Postgraduate_degree,other,Taurus,No,4
43703,28.0,single,f,curvy,socially,154.94,Only_Dog,Active_working,Graduate_Degree,christianity,Gemini,Yes,2
43704,18.0,single,f,curvy,socially,152.4,Only_Dog,Student,High_School,christianity,Libra,Yes,2
43709,27.0,single,f,a_little_extra,socially,167.64000000000001,Likes_Boths,Active_working,Postgraduate_degree,other,Virgo,Yes,2
43712,22.0,single,m,athletic,socially,187.96,Likes_Boths,Active_working,Graduate_Degree,other,Virgo,No,4
43714,28.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,other,Gemini,No,3
43716,31.0,single,m,jacked,socially,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,4
43717,25.0,single,m,fit,socially,172.72,Only_Dog,Active_working,Graduate_Degree,agnosticism,Pisces,Yes,3
43720,31.0,single,m,average,not at all,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,other,Libra,Yes,4
43721,30.0,single,m,average,socially,165.1,Only_Dog,Active_working,Graduate_Degree,buddhism,Scorpio,No,3
43723,24.0,single,f,thin,rarely,172.72,Likes_Boths,Student,Graduate_Degree,christianity,Gemini,No,3
43728,20.0,single,f,curvy,socially,167.64000000000001,Likes_Boths,Student,Graduate_Degree,catholicism,Aquarius,Yes,2
43730,38.0,single,f,average,rarely,172.72,Only_Dog,Active_working,Postgraduate_degree,catholicism,Capricorn,No,3
43731,24.0,single,f,curvy,socially,175.26,Likes_Boths,Active_working,Graduate_Degree,buddhism,Cancer,Yes,3
43733,35.0,single,m,fit,socially,190.5,Only_Dog,Active_working,Postgraduate_degree,atheism,Cancer,Yes,4
43737,46.0,single,m,average,socially,187.96,Only_Dog,Active_working,High_School,buddhism,Libra,No,1
43740,41.0,single,m,fit,often,175.26,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aquarius,No,1
43742,24.0,single,f,average,socially,170.18,Only_Dog,Active_working,Graduate_Degree,christianity,Cancer,No,2
43743,58.0,single,f,average,often,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,christianity,Libra,No,0
43745,37.0,single,f,curvy,socially,165.1,Only_Cat,Active_working,Postgraduate_degree,other,Leo,No,0
43751,41.0,single,f,curvy,not at all,160.02,Likes_Boths,Active_working,Graduate_Degree,catholicism,Sagittarius,No,0
43752,31.0,single,m,athletic,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,other,Pisces,No,3
43753,20.0,single,m,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Gemini,No,2
43754,20.0,single,m,average,socially,193.04,Likes_Boths,Active_working,Graduate_Degree,catholicism,Scorpio,No,4
43757,40.0,single,m,average,socially,180.34,Likes_Boths,Active_working,Graduate_Degree,christianity,Scorpio,No,1
43772,29.0,single,m,athletic,rarely,170.18,Likes_Boths,Active_working,Graduate_Degree,agnosticism,Taurus,No,3
43773,26.0,single,f,curvy,socially,157.48,Likes_Boths,Active_working,Graduate_Degree,other,Aries,Yes,2
43777,35.0,single,m,average,socially,177.8,Likes_Boths,Active_working,Graduate_Degree,other,Aquarius,No,3
43778,28.0,seeing someone,m,fit,socially,167.64000000000001,Likes_Boths,Active_working,Graduate_Degree,atheism,Libra,No,3
43781,32.0,single,f,average,socially,160.02,Likes_Boths,Active_working,Graduate_Degree,catholicism,Aries,Yes,2
43784,24.0,single,m,athletic,rarely,185.42000000000002,Likes_Boths,Active_working,Graduate_Degree,christianity,Leo,No,4
